UC_SEQ,MAIN_TITLE,GUGUN_NM,LAT,LNG,PLACE,TITLE,SUBTITLE,ADDR1,ADDR2,CNTCT_TEL,HOMEPAGE_URL,USAGE_DAY_WEEK_AND_TIME,RPRSNTV_MENU,MAIN_IMG_NORMAL,MAIN_IMG_THUMB,ITEMCNTNTS
1248,지에이비148,수영구,35.145763,129.11497,GAB148 Steak & Pasta,GAB148 Steak & Pasta,,"광안해변로 122, 삼익비치B상가 2층",,010-8259-1480,https://www.instagram.com/gab148_sin/,"월-금 : 11:00-23:00
(15:00-17:30 브레이크 타임)
(22:00 라스트 오더)
토요일 : 11:00-23:00
(22:00 라스트 오더)",,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511141322616_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511141322616_thumbL,"연인들이 많이 찾는다는 다이닝펍으로 깔끔한 실내와 야외테라스가 인상적이다. 이곳의 시그니처 메뉴인 스테이크는 250도로 달궈진 돌 위에 올려져 레어부터 웰던까지 모든 굽기의 스테이크를 맛볼 수 있어 인기 있다.

*테라스 반려동물 동반 가능 (실내 애견동반 불가)
"
1252,그라치에,영도구,35.089043,129.06154,그라치에,그라치에,,영도구 청학동로 12,,0507-1392-6860,https://www.instagram.com/grazie_yeongdo/,"11:30-21:30
(15:00-17:00 브레이크 타임)
(14:30 라스트 오더)","감자뇨끼, 오징어먹물리조또",https://www.visitbusan.net/uploadImgs/files/cntnts/20240418141051840_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418141051840_thumbL,"모던한 인테리어의 작고 예쁜 이탈리안 레스토랑으로 많은 사람들이 이태리음식을 쉽게 접하길 바라는 마음을 담아 운영하고 있다고 한다. 특히, 이곳의 감자뇨끼는 손님들이 추천하는 메뉴이다.
"
1266,밀보스79,동래구,35.2058,129.08028,밀보스79,밀보스79,,명륜로129번나길 11  ,,0507-1341-8568,,월-일 : 12:00-02:00,"화덕 큐브스테이크, 게새피자, 생면 로제 파스타",https://www.visitbusan.net/uploadImgs/files/cntnts/20220511175416697_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511175416697_thumbL,"캐주얼한 분위기의 실내가 먼저 눈에 들어오는 이곳은, 파스타나 피자 등의 메뉴와 함께 술을 즐길 수 있는 다이닝펍으로, 비교적 부담 없는 가격으로 좋은 시간을 보낼 수 있는 곳이다. 직접 만든 면과 소스를 사용한 파스타가 특히 맥주와 어울린다고 한다.
"
1458,1966정원 천성항점,강서구,35.028156,128.81578,1966정원 천성항점,1966정원 천성항점,,"강서구 가덕해안로 787-1 1,2층",,051-971-9925,,"월-금: 10:00-16:00 
(15:00 라스트오더)
토-일: 10:00-20:00 
(19:00 라스트오더)","블랙 쉬림프 버거, 클래식버거",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601155348503_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601155348503_thumbL,"조용한 어촌마을에 자리한 양식당으로 아담한 정원과 엔틱풍의 인테리어가 돋보인다. 직접 구운 번으로 만든 수제버거가 대표메뉴이며 필라프, 샐러드 외에 다양한 음료도 준비되어 있는 곳.
"
1475,명란브랜드연구소,동구,35.1171,129.03499,명란브랜드연구소,명란브랜드연구소,,동구 영초윗길 22-1,,051-463-9182,,"화-토 : 10:00-21:00
(20:00 라스트 오더)
일 : 10:00-19:00
(18:00 라스트 오더)","명란뵈르, 명란오일스파게티",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602135143501_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602135143501_thumbL,"동구 초량이바구길에 위치한 이곳은 5층 건물 전체가 명란과 관련된 이야기로 가득한 곳이다. 3층과 4층이 카페로 이용되는 곳으로 명란을 소재로 한 음식들을 만날 수 있다. 주말에는 음료만 판매한다고 하니 참고하자.
"
1481,버거인뉴욕,해운대구,35.16093,129.16469,버거인뉴욕,버거인뉴욕,,해운대구 해운대해변로298번길 9,,051-743-0144,,"10:30-16:00 / 17:00-21:00
(20:00 라스트오더)","뉴욕버거 싱글패티, 스페셜버거",https://www.visitbusan.net/uploadImgs/files/cntnts/20240419153525824_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419153525824_thumbL,"엄선된 1등급 한우로 만든 패티와 버터향 가득한 브리오슈 번을 매일 만들어 뉴욕 본토의 맛에 가장 가까운 햄버거를 만들고 있다. 가게의 외관도 내부도 마치 뉴욕에 온 듯한 느낌을 주는 곳이다.
"
1484,쉐프리,해운대구,35.159615,129.15382,쉐프리,쉐프리,,해운대구 해운대해변로209번길 13 바게트호텔 3층,,051-757-6127,,12:00-15:00 / 17:30-24:00,"5개월미만 프렌치렉 양갈비(200g) ￦69,000
오소부코 ￦65,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20250530161709953_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20250530161709953_thumbL,"화려한 경력의 오너쉐프가 운영하는 이탈리안 레스토랑으로 와인과도 잘 어울리는 요리들을 만날 수 있다. 예쁜 모습의 음식들이 많이 유행하고 있지만 역시 음식의 본질은 맛이다.
"
1486,스톤스트리트,중구,35.102036,129.03119,스톤스트리트,스톤스트리트,,부산 중구 용두산길 12 1층,,051-254-7736,,"11:40-21:00
(20:30 라스트오더)","청포도 샐러드, 마르게리따 피자",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602145719327_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602145719327_thumbL,"캐주얼한 화덕피자와 파스타가 인기 높은 곳으로 음식에 사용되는 리코타 치즈는 매일 직접 만든다고 한다. 시그니처 메뉴는 난과 함께 제공되는 청포도 샐러드인데 이곳의 단골들이 강력하게 추천하는 메뉴이다.
"
1490,음주양식당 오스테리아 어부,부산진구,35.153934,129.06258,음주양식당 오스테리아 어부,음주양식당 오스테리아 어부,,부산진구 동천로58 ,,051-802-8858,,17:00-22:30,"시그니처 테이스팅 코스(1인) ￦148,000
로마식 까르보나라 ￦33,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20231109183734515_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20231109183734515_thumbL,"한국인에게는 다소 생소한 맛일지라도 이탈리아의 맛을 좋아하는 사람들을 위해 이탈리아 현지의 맛을 기준으로 조리한다는 이곳. 이곳은 부산이지만 이 공간만큼은 분명히 이탈리아다.
"
1811,팔레트,남구,35.131638,129.11977,팔레트,팔레트,,부산 해운대구 달맞이길65번길 154 3층,,051-626-2364,,12:00-15:00/18:00-22:00,"디너 7코스, 런치 5코스",https://www.visitbusan.net/uploadImgs/files/cntnts/20240416154834100_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240416154834100_thumbL,"호주에서 7년간 여러 레스토랑 경험을 살린 김재훈셰프의 창의적이고 다양한 식재료의 조합을 바탕으로 하는 다이닝레스토랑. 
광안대교뷰와 함께 코스요리와 와인페어링이 가능한 곳이다.
"
1812,공담 파스타,동래구,35.215736,129.08414,공담 파스타,공담 파스타,,부산 동래구 명륜로250번길 2 1층,,0507-1319-2173,,"11:00-15:30 / 17:00-21:30
(15:00, 21:00 라스트오더)
","화이트라구, 관자피칸테",https://www.visitbusan.net/uploadImgs/files/cntnts/20240417091749698_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240417091749698_thumbL,"서울의 핫 플레이스에서 활동하던 셰프들의 트렌디한 요리를 만날 수 있는 곳으로 생면을 사용한 이태리 정통 파스타와 72시간 숙성, 발효한 화덕 피자를 만날 수 있다.
"
1820,코르 파스타 바,부산진구,35.15265,129.06767,코르 파스타 바,코르 파스타 바,,부산진구 동성로 25번길13 2F,,0507-1474-4570,,"12:00-14:30 / 17:00-21:00
(20:00 라스트오더)","보타르가 ￦28,000
뇨끼 ￦25,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20240417145812364_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240417145812364_thumbL,"1인 셰프가 운영하는 생면파스타 전문점으로 직접 만든 면과 빵 등 요리에 정성을 다하는 곳이다. 
바 형태의 공간과 와인과 어울리는 음식구성이 특징이라고 한다.
"
1824,611WoodFire,수영구,35.147713,129.10889,611WoodFire,611WoodFire,,수영구 황령산로14-1 2층,,010-6549-0611,,12:00-14:45 / 18:00:22:00,"런치 ￦42,000
디너 ￦75,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20240418091923719_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418091923719_thumbL,"오너셰프의 스타일과 부산의 색을 녹여낸 우드파이어 레스토랑은 특색있지만 편안한 분위기를 연출한다. 
나무를 이용해 조리하여 훈연향이 음식의 풍미를 더 해준다.
"
1826,뉼리 광안리점,수영구,35.155136,129.12401,뉼리 광안리점,뉼리 광안리점,,수영구 민락수변로7 ok타운 8층,,0507-1374-3870,,"12:00-15:00 / 17:00-22:00
(21:00 라스트오더)","채끝 스테이크, 봉골레파스타",https://www.visitbusan.net/uploadImgs/files/cntnts/20240418103340192_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418103340192_thumbL,"스테이크로 유명한 광안리의 오션뷰 프리미엄레스토랑으로 사용되는 고기는 에이징3주, 드라이에이징 1주 교차 숙성으로 식감과 풍미를 극대화 했다.
"
1828,더스모코,수영구,35.15483,129.12616,더스모코,더스모코,,수영구 광안해변로 294번길 36 1층,,0507-1462-3202,,"11:00-15:30 / 17:00-22:00
(20:30 라스트오더)
","기버터안심스테이크, 관자크림파스타",https://www.visitbusan.net/uploadImgs/files/cntnts/20240418110738039_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418110738039_thumbL,"유럽의 거리에서 가져온듯한 이 가게는 국내 최초로 기버터 스테이크를 만들어 조리하고 있는 곳이다. 
직원구성도 글로벌한, 감성적인 인테리어의 가게에서 브런치 메뉴와 식사를 즐겨보자.
"
1829,램지,수영구,35.153328,129.12515,램지,램지,,수영구 광안해변로284번길 38 해링턴타워광안 304호,,010-9406-3135,,12:00-15:00 / 18:00-22:30,"런치 ￦83,000
디너 ￦179,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20250529125315121_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20250529125315121_thumbL,"클래식 프렌치를 추구하는 다이닝으로 부산의 식재료를 사용하여 계절마다 다른 코스를 선보이고 있다. 
다양한 와인잔과 함께 전문 소믈리에가 상주하고 있는 곳이기도 하다.
"
1834,아웃트로 바이 비토,수영구,35.15835,129.12785,아웃트로바이비토,아웃트로바이비토,,수영구 민락본동로 19번길 18 1층,,051-758-7123,,17:00-24:00,"단새우, 부라타치즈, 비시슈아즈, 유자간장젤리 ￦16,000
오리지널 라구, 생면탈리아텔레 ￦27,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20240418114912249_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418114912249_thumbL,"이탈리아 ICIF를 졸업한 셰프 비토의 비스트로인 이곳이 부산에서 최초로 생면 파스타를 시작한 곳이다. 
22년 경력 셰프의 경험이 담긴 요리들과 내추럴 와인을 만날 수 있다.
"
1842,랩24 바이 쿠무다,해운대구,35.177433,129.19717,랩24 바이 쿠무다,랩24 바이 쿠무다,,해운대구 송정 광어골로 41 4층,,051-701-1301,,11:30-15:00 / 17:30-22:00,"lunch course ￦70,000-130,000
dinner course ￦125,000-155,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20240419135409622_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419135409622_thumbL,"부산의 식재료를 바탕으로 한 셰프 에드워드권의 프렌치파인다이닝으로 2023년 세계 1000대 레스토랑 “La Liste 1000”에 등재된 부산 유일의 레스토랑.
"
1843,르도헤,해운대구,35.15545,129.1466,르도헤,르도헤,,"해운대구 마린시티3로 37 213,214호",,051-747-8522,,12:30-14:30 / 17:00-22:00,"Dinner course ￦210,000
Lunch course ￦120,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20240419135826203_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419135826203_thumbL,"부산의 식재료를 기반으로 한 현대적이고 창의적인 한식 컨템포러리 다이닝으로 부산의 멋과 맛을 담아낸 코스를 통해 특별한 식사 경험을 제공하는 곳이다.
"
2332,롯데호텔 부산 블루헤이븐,부산진구,35.15663,129.05563,롯데호텔 부산 블루헤이븐,롯데호텔 부산 블루헤이븐,,부산진구 가야대로 772 롯데호텔 부산 7층,,051-810-6300,,12:00-22:00,"Lunch Course ￦67,000
Dinner Course ￦85,000-135,000
→ Course Menu로 제공되며 식재료에 따라 메뉴 변동 있음",https://www.visitbusan.net/uploadImgs/files/cntnts/20250408100151107_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408100151107_thumbL,"낮에는 휴양지의 편안하고 여유로운 분위기를 밤에는 도심 속 야경과 함께 은은한 조명의 정원이로맨틱한 분위기를 연출하는 이곳은 캐주얼 다이닝 메뉴와 칵테일 와인 등 다양한 음료가 준비되어 있다.
"
2344,팔레트,해운대구,35.156513,129.17834,팔레트,팔레트,,"해운대구  달맞이길65번길 154, 3층",,051-626-2364,,12:00-15:00 / 18:00-22:00,"디너 코스 ￦200,000
런치 코스 ￦88,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20250408111911870_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408111911870_thumbL,"프렌치쿠킹 테크닉과 다양한 재료의 조합을 바탕으로 하는 김재훈 셰프의 창의적이고 감각적인 다이닝레스토랑.
"
2353,델리봉,연제구,35.19158,129.09442,델리봉,델리봉,,"연제구 신금로 25, 노블레스스퀘어 110호",,051-868-6848,,19:00-21:00,"디너코스 ￦75,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20250408122426619_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408122426619_thumbL,"샤퀴테리를 활용한 프랑스 코스요리전문점으로 셰프가 혼자 운영하고 있는 곳이다. 이곳을 찾는다면 간판이 없어 잠깐 당황스러울 수도 있을 것이나 그 안에선 분명 만찬이 벌어지고 있다.
"
2360,아펙트,수영구,35.159874,129.12129,아펙트,아펙트,,"수영구 무학로 64번길 31, 1층",,0507-1307-7822,,18:00-21:00,"오징어세비체 ￦28,000
시금치 쉬림프 오일 소스 타야린 ￦25,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20250408133516752_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408133516752_thumbL,"커다란 U자 형태의 테이블이 인상적인 이 곳은 제철재료를 이용하여 만든 프렌치 베이스의 다이닝 레스토랑으로, 와인과의 페어링이 좋은 메뉴를 구성하고 있다.
"
127,모모스커피,금정구,35.21928,129.08643,모모스커피,모모스커피,,금정구 오시게로 20,,051-512-7034,http://www.momos.co.kr/,08:00-18:00,"오늘의 핸드드립 ￦6,500
아메리카노 쇼콜라 ￦6,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20250515123503040_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20250515123503040_thumbL,"2019월드 바리스타 챔피언십(WBC) 우승자가 있는 이 곳은
카페의 도시 부산에서도 가장 유명한 카페 중 하나인 모모스커피.
고급 원두를 직접 로스팅하여 커피를 준비하며, 커피에 대한 애정이 가득한 공간이다.
"
158,파니니브런치본점,사상구,35.12544,128.96982,파니니브런치,파니니브런치본점,,사상구 엄궁남로 15,,0507-1332-2292,,10:00-18:00,"아메리칸브런치, 아메리카노",https://www.visitbusan.net/uploadImgs/files/cntnts/20230531123640913_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230531123640913_thumbL,"주택을 개조하여 만든 예쁜 외관의 브런치카페로, 휴일과 잘 어울릴 것 같은 화사한 실내와창 너머에 보이는 화단이 인상적이다. 아메리칸 브런치, 불고기파니니, 맥앤치즈파니니, 부리또 브런치, 리코타샐러드 등이 인기 있는 메뉴이다.

"
174,웨이브온커피,기장군,35.32225,129.26979,웨이브온커피,웨이브온커피,웨이브온커피,기장군 장안읍 해맞이로 286,,051-727-1660,http://www.waveoncoffee.com/,10:00-24:00,"월내 라떼, 브라질 캄포 알레그레 드립 커피",https://www.visitbusan.net/uploadImgs/files/cntnts/20240416143124508_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240416143124508_thumbL,"바다와 카페라는 테마를 이야기할 때 항상 거론되는 로스토리 카페로 전문 큐그레이더가
직접 가져온 스페셜티 커피를 이용한 드립 커피 등 커피 베리에이션 메뉴가 전문이다 .
야외에 해변을 바라볼 수 있는 자리와 담요가 구비되어 있다.
"
245,초량1941 ,동구,35.11969,129.02942,초량 1941,초량 1941,,동구 망양로 533-5,,051-462-7774,https://www.instagram.com/_choryang,"10:30-18:00
(17:30 라스트 오더)","바닐라우유, 생강우유",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601112526719_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601112526719_thumbL,"동구의 관광명소인 ‘이바구길’에 위치한 이 카페는 1941년 당시 부산에 살던 일본인에 의해 지어진 집을 개조한 곳으로, 주변 환경을 포함해 외관도 실내도 모두 1941년을 연상시 키는 레트로한 감성을 가지고 있다. 
메인메뉴는 자체개발한 예쁜 병에 담겨있는 다양한 ‘우유’이다.

"
920,에테르,영도구,35.077286,129.04646,에테르,에테르,,"부산 영도구 절영로 234
",,"0507-1405-5055
",,"10:00-22:00
(21:00 라스트 오더)","랍스터롤, 치킨아보카도롤
",https://www.visitbusan.net/uploadImgs/files/cntnts/20240418142653242_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418142653242_thumbL,"흰여울 문화마을의 중심지에 위치한 4층으로 구성된 루프 탑 카페로,
전 층에서 영도의 멋진 바다풍경을 감상 할 수 있는 곳이다 .
가볍게 음료와 디저트를 즐길 수도 있지만 랍스터롤 등 인기 있는 식사메뉴도 갖추고 있다
"
926,디저트시네마,연제구,35.176273,129.09052,디저트시네마,디저트시네마,,"부산 연제구 쌍미천로 32-1
",,051-867-5757,,토-일 : 12:00-16:00 (재료소진시 마감),"오리지널 크로아상 ￦4,000
뺑 오 쇼콜라 ￦4,300",https://www.visitbusan.net/uploadImgs/files/cntnts/20240418140108273_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418140108273_thumbL,"크로아상, 뺑 오 쇼콜라 등 페스츄리류를 기반으로 빵을 만들며
당일 생산 당일 판매를 원칙으로 한다. 크루아상이 특히 인기 있으며 조금 늦게 찾아가면 모든 빵이 매진되어 버리는 인기 베이커리.
"
959,홍옥당,수영구,35.146893,129.11392,홍옥당,홍옥당,,"부산 수영구 남천동로 108번길 49
",,051-627-1026,,"am 10:00 ~ pm 21:00
","단팥빵, 단팥죽
",https://www.visitbusan.net/uploadImgs/files/cntnts/20230531122205481_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230531122205481_thumbL,"광안리해수욕장 앞 골목길에 위치한 아담한 이 가게는 국산 팥만을 사용하여 음식들을 만드는 팥전문점이다. 팥빙수와 단팥죽, 단팥빵이 유명한데,
특히 단팥빵의 인기가 높아 빵을 사가려는 사람들의 줄이 길게 늘어서곤 한다.
"
1445,피아크 카페&베이커리,영도구,35.08665,129.077,피아크 카페&베이커리,피아크 카페&베이커리,,영도구 해양로 195번길 180 4층,,051-404-9204,,월-일 : 10:00-23:00,"마일드블루돌체라떼 ￦8,000
피아크 몽블랑 ￦7,500",https://www.visitbusan.net/uploadImgs/files/cntnts/20250529162311917_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20250529162311917_thumbL,"하버뷰를 자랑하는 거대한 베이커리카페로 주말이면 유원지라도 온 듯 많은 인파가 몰리지만, 워낙 넓은 공간을 가지고 있어 웨이팅은 생각보다 짧다. 약 80여 종의 다양한 베이커리와 음료, 아이스크림이 준비되어 있고 볼거리가 많은 곳이다.
"
1446,큐제,금정구,35.26486,129.08542,큐제,큐제,,부산 연제구 중앙대로1043번길 34 ,,0507-1392-8489,,"월-금 : 08:30-22:00
(21:30 라스트 오더)
토-일 : 11:00-21:00
(20:30 라스트 오더)","크로아상, 바게트",https://www.visitbusan.net/uploadImgs/files/cntnts/20230531124838775_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230531124838775_thumbL,"프랑스인 파티셰가 운영하는 작은 베이커리 카페로, 최상급 밀과 버터를 사용하여 천연발효종과 저온숙성을 통해 빵을 구워낸다. 프랑스의 대표 빵인 바게트와 크로아상을 비롯해 20여 가지의 빵들을 만날 수 있다.

*당분간 주말은 카페로만 운영 중
"
1447,커피스가모 인 서면,부산진구,35.15878,129.05403,커피스가모 인 서면,커피스가모 인 서면,,부산진구 가야대로 755번길 23 1층,,051-818-1007,,월-일  : 10:30-22:00,"사이폰커피(블렌딩), 생크림케이크",https://www.visitbusan.net/uploadImgs/files/cntnts/20230531125707807_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230531125707807_thumbL,"아주 드물게 전통적인 핸드드립과 사이폰을 이용해 커피를 내리는 이곳은 시간은 조금 더 걸리지만 색다른 커피를 즐길 수 있는 곳이다. 고급스러운 실내와 테이블 착석 후 주문하고 후불 결제하는 고풍스러운 운영을 고수하는 것도 인상적이다.
"
1448,칠암사계,기장군,35.299957,129.25919,칠암사계,칠암사계,,기장군 일광읍 칠암1길 7-10,,0507-1318-4900,,월-일 : 10:00-21:00,"소금빵(2) ￦4,000
칠암돌만주 ￦2,300",https://www.visitbusan.net/uploadImgs/files/cntnts/20240416143959104_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240416143959104_thumbL,"넓은 매장이 좁게 느껴질 정도로 많은 인파가 몰리는 이곳은 기장의 바다를 바라보면서 다양한 빵과 음료를 즐길 수 있는 유명한 카페다. 모든 곳이 예쁘고, 모든 빵이 맛있는 곳으로, 소금빵과 칠암돌만주가 특히 유명하다.
"
1450,초량온당,동구,35.123413,129.04155,초량온당,초량온당,,"동구 초량중로 135, 1층",,0507-1318-1271,,화-토 : 12:00-19:00,"맘모스 ￦6,700-7,700
크럼블 ￦5,700-6,500",https://www.visitbusan.net/uploadImgs/files/cntnts/20240416173526207_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240416173526207_thumbL,"오픈시간이면 원하는 빵을 사기 위해 긴 줄이 생기는 유명 베이커리로 빵의 도시 부산에서도 보기 힘든 색다른 조합과 레시피의 다양한 빵들을 만날 수 있다. 특히 황 치즈를 사용한 빵들이 제일 인기 있다고 한다.
"
1452,이흥용과자점 부산대직영점,금정구,35.23029,129.08397,이흥용과자점 부산대직영점,이흥용과자점 부산대직영점,,금정구 부산대학로 63번길 30,,051-711-4454,,월-일 : 08:30-21:00,"소금빵(2) ￦3,800
명장전병 ￦13,000 / 23,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20240416104103550_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240416104103550_thumbL,"너무나도 유명한 대한민국 제과명장의 베이커리로 4년간 간수 뺀 신안천일염, 제철 우리 농산물 등 좋은 재료를 사용한 100여종의 빵과 디저트를 매일 직접 구워 제공하고 있다.
"
1459,용호동할매팥빙수단팥죽 본점,남구,35.124126,129.11104,용호동할매팥빙수단팥죽 본점,용호동할매팥빙수단팥죽 본점,,남구 용호로 90번길 24,,0507-1401-9946,,"월-일 : 09:00-22:00

*하절기 - 22:30
*동절기 - 22:00","팥빙수, 단팥죽",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601183719085_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601183719085_thumbL,"오래전부터 팥빙수와 단팥죽으로 유명했던 팥전문점으로 2대에 걸쳐 40여 년이 넘게 운영 중인 곳이다. 직접 삶은 통팥과 밀양얼음골사과, 부산우유를 사용하는 등 지역의 재료를 사용한 변함없는 맛을 지켜가고 있다.
"
1460,올드머그,해운대구,35.17039,129.19714,올드머그,올드머그,,"해운대구 송정구덕포길 122, 1층",,051-704-9004,,"월-일 : 06:30-24:00
(22:00 라스트 오더)","시나몬 크림라떼, 스페셜티 아메리카노",https://www.visitbusan.net/uploadImgs/files/cntnts/20240419175034497_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419175034497_thumbL,"뒤로는 해변열차가 지나가고 산책길과 이어져 있는 핸드드립 전문 카페로 이른 아침부터 일출과 티타임을 즐기러 온 손님들이 많다. 실내와 실외 모두 감성적인 공간으로 색다른 송정바다를 만날 수 있는 곳이다.
"
1461,아데초이,기장군,35.286453,129.25821,아데초이,아데초이,,기장군 일광읍 문오성길 162-1,,070-8804-1355,,월-일 : 09:00-22:00,"크로아상 샌드위치, 생과일 파이",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601205022576_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601205022576_thumbL,"강렬한 색감의 고풍스러운 실내가 창밖으로 보이는 바다와 무척 잘 어울리는 카페로, 고급스러운 맛으로 유명한 이 곳의 디저트들은 동경제과학교 출신의 오너가 직접 만들고 있다. 클래식과 재즈 음악이 조금 나이가 있는 손님들과 참 잘 어울린다
"
1462,빌라빌레쿨라,동래구,35.198376,129.06964,빌라빌레쿨라,빌라빌레쿨라,,동래구 여고로 63번 나길 8,,0507-1379-0100,,월-토 : 11:00-19:00,"퐁당오쇼콜라 + 아메리카노, 팬케이크 + 아메리카노",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601205653276_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601205653276_thumbL,"말괄량이 삐삐가 살던 오두막의 이름을 가진 이곳은 도심 속에서 만나는 휴식의 공간이다. 직접 만든 팬케이크 등의 디저트와 음료는 좋은 재료를 사용하였고, 구석구석 따뜻한 분위기를 가진 나만 알고 싶은 그런 카페다.
"
1463,브리타니,강서구,35.037563,128.81287,브리타니,브리타니,,강서구 가덕해안로 663,,0507-1368-4172,,"평일: 11:00-19:00
(18:00 라스트오더)
주말/공휴일: 11:00-20:00
(19:00 라스트오더)","레몬 소르베, 마르게리따 피자",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601210303799_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601210303799_thumbL,"조용한 해안마을에 자리한 감성적인 분위기의 카페로 커다란 창밖으로
가덕도 해안이 한눈에 보이는 바다경치를 자랑한다.
루프 탑도 운영 중이며 간단한 식사메뉴도 함께 즐길 수 있는 곳
"
1464,브레이크인커피,기장군,35.340794,129.17773,브레이크인커피,브레이크인커피,,기장군 정관읍 병산로 117,,051-728-7081,,"월-일 : 10:00-21:50
(21:00 라스트 오더)","아메리카노, 수박식빵",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601210950063_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601210950063_thumbL,"일상에서 벗어나 파노라마 숲속에서 커피 한 잔의 여유를 즐길 수 있는 곳으로, 카페라고는 하지만 22년 경력 제과기능장의 빵을 맛볼 수 있는 베이커리이기도 하다. 재미있는 모양의 수박식빵과 호랑이식빵이 인기있다.
"
1465,bread365,남구,35.135845,129.08633,bread365,bread365,,남구 못골로 41번길 13 상가 205동 101호,,051-711-1951,,월-토 : 10:30-18:00,"잠봉샌드위치, 리브치아바타",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601211556571_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601211556571_thumbL,"천연 발효종과 저온발효로 빵 자체의 풍미가 좋고 소화가 잘되는 빵을 만든다. 빵은 손으로 만질 수 없게 쇼케이스 안에 진열되어 있으며 매일 직접 만드는 바게트 샌드위치가 특히 인기 있다.
"
